"","GEO.id","GEO.id2","GEO.display.label","YEAR","HC01_VC05","HC01_VC64","HC01_VC117","HC01_VC118","HC01_VC119","HC01_VC120","HC01_VC121","HC01_VC122","HC01_VC123","HC01_VC124","HC01_VC125","HC01_VC192","HC01_VC193","HC01_VC194","HC01_VC195","HC01_VC196","HC01_VC197"
"345","1400000US11001009905",11001009905,"Census Tract 99.05, District of Columbia, District of Columbia","2012",331,669,9,16,38,67,100,85,0,34,240500,95,38,44,61,62,287
"346","1400000US11001009906",11001009906,"Census Tract 99.06, District of Columbia, District of Columbia","2012",139,267,14,20,0,126,138,33,0,0,202400,12,16,12,6,80,119
"347","1400000US11001009907",11001009907,"Census Tract 99.07, District of Columbia, District of Columbia","2012",162,783,0,5,0,53,185,12,0,0,222000,161,74,70,48,53,265
"348","1400000US11001010100",11001010100,"Census Tract 101, District of Columbia, District of Columbia","2012",258,1320,10,0,8,12,61,225,142,0,385200,144,114,171,109,150,555
"349","1400000US11001010200",11001010200,"Census Tract 102, District of Columbia, District of Columbia","2012",334,915,7,44,39,0,103,106,251,0,397600,177,69,198,111,83,225
"350","1400000US11001010300",11001010300,"Census Tract 103, District of Columbia, District of Columbia","2012",208,559,0,25,0,28,29,328,100,23,416100,29,72,78,75,0,167
"351","1400000US11001010400",11001010400,"Census Tract 104, District of Columbia, District of Columbia","2012",282,974,30,23,22,56,221,151,40,0,278000,85,115,13,124,93,502
"352","1400000US11001010500",11001010500,"Census Tract 105, District of Columbia, District of Columbia","2012",151,1775,0,0,0,39,185,364,35,15,345900,273,235,189,260,150,624
"353","1400000US11001010600",11001010600,"Census Tract 106, District of Columbia, District of Columbia","2012",122,1012,49,0,18,0,122,361,237,0,404600,99,127,62,90,144,471
"354","1400000US11001010700",11001010700,"Census Tract 107, District of Columbia, District of Columbia","2012",183,984,0,0,0,0,9,163,93,4,426500,102,133,69,57,123,366
"355","1400000US11001010800",11001010800,"Census Tract 108, District of Columbia, District of Columbia","2012",178,884,0,0,0,10,41,18,0,0,268300,46,86,87,39,30,516
"356","1400000US11001010900",11001010900,"Census Tract 109, District of Columbia, District of Columbia","2012",302,1018,0,13,76,0,21,0,0,0,135300,83,102,99,150,40,517
"357","1400000US11001011000",11001011000,"Census Tract 110, District of Columbia, District of Columbia","2012",641,642,14,56,188,185,601,442,150,16,264700,155,123,98,81,94,91
"358","1400000US11001011100",11001011100,"Census Tract 111, District of Columbia, District of Columbia","2012",210,543,19,0,16,50,259,652,114,9,343700,44,68,68,47,57,222
"359","1400000US11001000100",11001000100,"Census Tract 1, District of Columbia, District of Columbia","2013",361,1164,0,0,11,0,55,80,451,662,NA,268,180,128,99,140,216
"360","1400000US11001000201",11001000201,"Census Tract 2.01, District of Columbia, District of Columbia","2013",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"361","1400000US11001000202",11001000202,"Census Tract 2.02, District of Columbia, District of Columbia","2013",225,581,0,0,6,11,0,91,414,662,NA,74,64,25,51,35,274
"362","1400000US11001000300",11001000300,"Census Tract 3, District of Columbia, District of Columbia","2013",257,1041,13,34,59,0,95,104,969,178,723900,85,86,157,136,90,455
"363","1400000US11001000400",11001000400,"Census Tract 4, District of Columbia, District of Columbia","2013",85,148,0,0,0,0,5,28,119,303,NA,22,5,0,16,9,63
"364","1400000US11001000501",11001000501,"Census Tract 5.01, District of Columbia, District of Columbia","2013",118,1655,0,0,0,0,15,30,107,147,975000,165,188,255,300,231,431
"365","1400000US11001000502",11001000502,"Census Tract 5.02, District of Columbia, District of Columbia","2013",137,809,10,0,0,0,34,126,282,386,926300,121,181,152,99,21,235
"366","1400000US11001000600",11001000600,"Census Tract 6, District of Columbia, District of Columbia","2013",215,643,0,0,0,0,144,244,349,712,979600,99,55,81,67,60,248
"367","1400000US11001000701",11001000701,"Census Tract 7.01, District of Columbia, District of Columbia","2013",482,1775,0,0,18,56,347,525,405,149,374800,179,257,137,189,198,787
"368","1400000US11001000702",11001000702,"Census Tract 7.02, District of Columbia, District of Columbia","2013",221,1728,0,23,0,13,264,203,22,0,286100,107,324,302,221,215,384
"369","1400000US11001000801",11001000801,"Census Tract 8.01, District of Columbia, District of Columbia","2013",88,906,0,0,19,25,259,166,815,767,801800,113,54,73,74,86,368
"370","1400000US11001000802",11001000802,"Census Tract 8.02, District of Columbia, District of Columbia","2013",91,480,20,0,11,0,60,33,464,253,835800,15,39,72,44,0,215
"371","1400000US11001000901",11001000901,"Census Tract 9.01, District of Columbia, District of Columbia","2013",106,296,0,12,14,0,0,12,334,868,NA,44,52,26,22,34,80
"372","1400000US11001000902",11001000902,"Census Tract 9.02, District of Columbia, District of Columbia","2013",93,87,0,9,12,0,7,29,327,323,962600,16,15,23,0,10,14
"373","1400000US11001001001",11001001001,"Census Tract 10.01, District of Columbia, District of Columbia","2013",0,614,0,37,29,0,22,96,1711,325,846600,67,89,59,50,28,248
"374","1400000US11001001002",11001001002,"Census Tract 10.02, District of Columbia, District of Columbia","2013",393,1011,0,0,0,0,94,523,141,0,436000,80,153,63,84,50,541
"375","1400000US11001001100",11001001100,"Census Tract 11, District of Columbia, District of Columbia","2013",142,492,30,14,14,0,111,164,715,452,849500,35,83,15,15,49,295
"376","1400000US11001001200",11001001200,"Census Tract 12, District of Columbia, District of Columbia","2013",96,1086,0,15,0,0,105,204,855,132,762500,229,108,136,132,50,419
"377","1400000US11001001301",11001001301,"Census Tract 13.01, District of Columbia, District of Columbia","2013",131,1376,0,0,15,0,0,41,128,405,NA,152,153,235,197,69,513
"378","1400000US11001001302",11001001302,"Census Tract 13.02, District of Columbia, District of Columbia","2013",628,3389,0,0,24,39,238,762,315,131,407400,511,530,356,436,270,1250
"379","1400000US11001001401",11001001401,"Census Tract 14.01, District of Columbia, District of Columbia","2013",51,657,0,0,0,0,0,0,489,279,922800,37,46,92,72,50,340
"380","1400000US11001001402",11001001402,"Census Tract 14.02, District of Columbia, District of Columbia","2013",91,551,0,9,0,0,33,33,739,31,775500,97,55,35,48,58,212
"381","1400000US11001001500",11001001500,"Census Tract 15, District of Columbia, District of Columbia","2013",150,88,0,0,0,0,27,66,1266,565,896600,0,14,0,30,0,44
"382","1400000US11001001600",11001001600,"Census Tract 16, District of Columbia, District of Columbia","2013",210,184,0,16,0,0,0,70,1095,138,709900,0,0,0,32,0,114
"383","1400000US11001001702",11001001702,"Census Tract 17.02, District of Columbia, District of Columbia","2013",67,546,8,0,20,0,143,325,222,21,415700,108,94,74,65,53,111
"384","1400000US11001001803",11001001803,"Census Tract 18.03, District of Columbia, District of Columbia","2013",84,1323,0,0,16,26,43,85,111,14,466900,105,171,204,177,105,506
"385","1400000US11001001804",11001001804,"Census Tract 18.04, District of Columbia, District of Columbia","2013",209,1513,8,0,23,5,70,279,89,13,422300,219,118,142,93,117,778
"386","1400000US11001001901",11001001901,"Census Tract 19.01, District of Columbia, District of Columbia","2013",210,287,22,0,26,19,90,821,155,35,379200,60,0,26,18,19,130
"387","1400000US11001001902",11001001902,"Census Tract 19.02, District of Columbia, District of Columbia","2013",62,151,13,10,22,0,42,421,123,15,409300,31,0,5,0,0,103
"388","1400000US11001002001",11001002001,"Census Tract 20.01, District of Columbia, District of Columbia","2013",58,546,27,0,0,0,38,58,245,44,675800,0,33,45,100,116,227
"389","1400000US11001002002",11001002002,"Census Tract 20.02, District of Columbia, District of Columbia","2013",12,477,23,0,44,50,65,352,391,68,483300,71,49,77,36,9,215
"390","1400000US11001002101",11001002101,"Census Tract 21.01, District of Columbia, District of Columbia","2013",264,963,76,21,0,79,271,575,36,18,323200,81,132,32,114,35,547
"391","1400000US11001002102",11001002102,"Census Tract 21.02, District of Columbia, District of Columbia","2013",188,1023,8,7,8,13,125,811,41,25,366300,212,145,9,41,110,469
"392","1400000US11001002201",11001002201,"Census Tract 22.01, District of Columbia, District of Columbia","2013",116,241,9,0,22,0,145,553,91,0,367200,0,18,16,28,25,85
"393","1400000US11001002202",11001002202,"Census Tract 22.02, District of Columbia, District of Columbia","2013",143,728,9,0,18,25,150,363,54,0,341500,74,87,71,82,81,305
"394","1400000US11001002301",11001002301,"Census Tract 23.01, District of Columbia, District of Columbia","2013",116,266,74,0,0,30,67,465,138,7,373400,13,26,69,11,58,38
"395","1400000US11001002302",11001002302,"Census Tract 23.02, District of Columbia, District of Columbia","2013",269,664,16,0,0,7,52,85,0,0,305900,62,18,131,56,25,330
"396","1400000US11001002400",11001002400,"Census Tract 24, District of Columbia, District of Columbia","2013",88,569,12,21,0,8,40,473,201,18,438400,47,60,37,49,33,257
"397","1400000US11001002501",11001002501,"Census Tract 25.01, District of Columbia, District of Columbia","2013",114,476,0,0,0,0,24,109,324,22,593100,52,32,42,34,90,187
"398","1400000US11001002502",11001002502,"Census Tract 25.02, District of Columbia, District of Columbia","2013",321,1511,11,21,0,8,33,340,212,33,448100,174,191,248,148,98,616
"399","1400000US11001002600",11001002600,"Census Tract 26, District of Columbia, District of Columbia","2013",58,218,0,15,0,0,12,19,517,192,863200,27,59,21,5,21,85
"400","1400000US11001002701",11001002701,"Census Tract 27.01, District of Columbia, District of Columbia","2013",311,1883,0,0,0,20,36,206,393,13,607100,266,217,236,253,164,664
"401","1400000US11001002702",11001002702,"Census Tract 27.02, District of Columbia, District of Columbia","2013",229,1286,17,0,0,0,38,144,631,64,790500,253,215,143,155,95,345
"402","1400000US11001002801",11001002801,"Census Tract 28.01, District of Columbia, District of Columbia","2013",93,1390,8,0,0,0,89,156,114,14,426500,133,99,94,236,186,613
"403","1400000US11001002802",11001002802,"Census Tract 28.02, District of Columbia, District of Columbia","2013",113,1735,0,7,0,17,50,107,119,0,439200,262,167,186,287,123,667
"404","1400000US11001002900",11001002900,"Census Tract 29, District of Columbia, District of Columbia","2013",202,894,40,0,0,0,76,182,394,9,538400,120,195,140,101,94,225
"405","1400000US11001003000",11001003000,"Census Tract 30, District of Columbia, District of Columbia","2013",105,1055,7,0,0,6,26,142,182,42,556600,101,138,138,113,91,405
"406","1400000US11001003100",11001003100,"Census Tract 31, District of Columbia, District of Columbia","2013",180,455,0,35,8,0,81,277,128,11,379300,59,79,66,84,17,137
"407","1400000US11001003200",11001003200,"Census Tract 32, District of Columbia, District of Columbia","2013",196,734,21,11,15,39,135,618,135,22,380800,165,46,65,66,54,321
"408","1400000US11001003301",11001003301,"Census Tract 33.01, District of Columbia, District of Columbia","2013",150,445,0,0,35,0,75,326,540,10,535500,0,34,96,38,62,165
"409","1400000US11001003302",11001003302,"Census Tract 33.02, District of Columbia, District of Columbia","2013",91,374,6,0,0,0,11,160,351,15,570900,46,27,61,75,45,120
"410","1400000US11001003400",11001003400,"Census Tract 34, District of Columbia, District of Columbia","2013",136,552,12,9,11,0,96,230,321,39,500900,51,93,31,97,9,193
"411","1400000US11001003500",11001003500,"Census Tract 35, District of Columbia, District of Columbia","2013",166,660,4,0,3,0,73,220,112,0,410500,122,53,93,84,37,198
"412","1400000US11001003600",11001003600,"Census Tract 36, District of Columbia, District of Columbia","2013",332,1377,0,0,0,0,12,174,333,29,629400,154,208,162,224,143,486
"413","1400000US11001003700",11001003700,"Census Tract 37, District of Columbia, District of Columbia","2013",228,1779,0,0,0,0,115,247,144,43,440500,174,417,154,195,219,551
"414","1400000US11001003800",11001003800,"Census Tract 38, District of Columbia, District of Columbia","2013",38,1980,0,0,0,15,96,165,509,56,586200,428,468,300,164,88,463
"415","1400000US11001003900",11001003900,"Census Tract 39, District of Columbia, District of Columbia","2013",262,1953,0,0,66,67,43,255,238,25,427000,297,272,383,129,192,595
"416","1400000US11001004001",11001004001,"Census Tract 40.01, District of Columbia, District of Columbia","2013",200,1015,15,0,0,0,94,454,358,221,507400,101,160,233,119,130,272
"417","1400000US11001004002",11001004002,"Census Tract 40.02, District of Columbia, District of Columbia","2013",165,1128,17,0,0,6,39,174,242,99,566300,103,156,274,234,81,238
"418","1400000US11001004100",11001004100,"Census Tract 41, District of Columbia, District of Columbia","2013",313,718,0,20,0,7,7,130,175,380,NA,31,135,89,20,90,265
"419","1400000US11001004201",11001004201,"Census Tract 42.01, District of Columbia, District of Columbia","2013",38,1319,19,0,0,0,33,338,288,104,501800,195,164,96,330,162,283
"420","1400000US11001004202",11001004202,"Census Tract 42.02, District of Columbia, District of Columbia","2013",112,1196,0,7,20,0,35,228,171,94,490200,208,186,231,97,87,351
"421","1400000US11001004300",11001004300,"Census Tract 43, District of Columbia, District of Columbia","2013",191,1424,0,0,7,0,77,112,187,89,669500,166,238,219,241,108,402
"422","1400000US11001004400",11001004400,"Census Tract 44, District of Columbia, District of Columbia","2013",109,1273,13,0,0,15,0,459,616,178,599900,127,161,147,321,146,358
"423","1400000US11001004600",11001004600,"Census Tract 46, District of Columbia, District of Columbia","2013",155,640,8,0,0,0,20,339,225,0,465000,35,138,61,98,41,257
"424","1400000US11001004701",11001004701,"Census Tract 47.01, District of Columbia, District of Columbia","2013",307,1494,0,0,0,13,47,279,29,0,435700,181,196,67,377,104,438
"425","1400000US11001004702",11001004702,"Census Tract 47.02, District of Columbia, District of Columbia","2013",32,732,0,0,0,0,10,243,153,5,423400,107,69,99,67,79,306
"426","1400000US11001004801",11001004801,"Census Tract 48.01, District of Columbia, District of Columbia","2013",168,519,0,0,0,0,18,158,302,18,568700,71,58,70,101,80,139
"427","1400000US11001004802",11001004802,"Census Tract 48.02, District of Columbia, District of Columbia","2013",123,1223,0,0,30,0,40,122,138,0,469700,175,273,237,109,67,317
"428","1400000US11001004901",11001004901,"Census Tract 49.01, District of Columbia, District of Columbia","2013",60,774,0,0,0,0,30,36,177,34,715800,158,97,77,57,79,300
"429","1400000US11001004902",11001004902,"Census Tract 49.02, District of Columbia, District of Columbia","2013",168,883,0,0,0,0,11,229,250,8,519100,123,95,106,97,124,321
"430","1400000US11001005001",11001005001,"Census Tract 50.01, District of Columbia, District of Columbia","2013",69,522,0,0,0,0,7,97,211,92,726100,130,70,76,74,97,75
"431","1400000US11001005002",11001005002,"Census Tract 50.02, District of Columbia, District of Columbia","2013",334,2531,16,0,0,0,96,308,416,39,514500,501,267,406,354,330,654
"432","1400000US11001005201",11001005201,"Census Tract 52.01, District of Columbia, District of Columbia","2013",377,2505,0,0,0,33,259,534,634,136,491900,376,293,348,320,343,709
"433","1400000US11001005301",11001005301,"Census Tract 53.01, District of Columbia, District of Columbia","2013",329,2176,22,0,0,32,131,543,288,220,463100,274,295,307,380,135,733
"434","1400000US11001005500",11001005500,"Census Tract 55, District of Columbia, District of Columbia","2013",927,2606,0,52,0,0,130,390,608,144,552800,455,307,324,286,149,923
"435","1400000US11001005600",11001005600,"Census Tract 56, District of Columbia, District of Columbia","2013",777,2477,28,21,0,38,211,216,328,191,503200,255,301,434,200,55,1081
"436","1400000US11001005800",11001005800,"Census Tract 58, District of Columbia, District of Columbia","2013",482,1049,0,0,0,10,36,299,262,11,471000,117,265,147,149,78,250
"437","1400000US11001005900",11001005900,"Census Tract 59, District of Columbia, District of Columbia","2013",245,1196,0,5,0,0,0,112,26,0,459400,151,130,207,171,98,386
"438","1400000US11001006202",11001006202,"Census Tract 62.02, District of Columbia, District of Columbia","2013",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"439","1400000US11001006400",11001006400,"Census Tract 64, District of Columbia, District of Columbia","2013",181,776,0,0,20,0,30,134,13,13,358500,112,107,69,74,91,278
"440","1400000US11001006500",11001006500,"Census Tract 65, District of Columbia, District of Columbia","2013",283,597,0,0,7,0,57,85,442,52,698700,123,154,57,70,58,130
"441","1400000US11001006600",11001006600,"Census Tract 66, District of Columbia, District of Columbia","2013",273,352,0,0,6,30,17,23,236,202,910100,60,69,97,23,38,58
"442","1400000US11001006700",11001006700,"Census Tract 67, District of Columbia, District of Columbia","2013",183,645,8,0,0,0,12,144,789,144,759800,49,174,119,117,41,145
"443","1400000US11001006801",11001006801,"Census Tract 68.01, District of Columbia, District of Columbia","2013",104,374,0,0,4,0,52,235,182,0,467600,61,57,41,36,102,63
"444","1400000US11001006802",11001006802,"Census Tract 68.02, District of Columbia, District of Columbia","2013",92,297,0,4,0,0,55,238,328,0,512100,7,27,46,43,23,151
"445","1400000US11001006804",11001006804,"Census Tract 68.04, District of Columbia, District of Columbia","2013",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
"446","1400000US11001006900",11001006900,"Census Tract 69, District of Columbia, District of Columbia","2013",30,452,0,0,0,10,6,141,592,5,644000,55,80,96,71,31,119
"447","1400000US11001007000",11001007000,"Census Tract 70, District of Columbia, District of Columbia","2013",114,606,9,0,11,0,27,87,358,37,657600,78,83,125,90,68,162
"448","1400000US11001007100",11001007100,"Census Tract 71, District of Columbia, District of Columbia","2013",76,804,0,0,0,33,43,280,186,0,443000,145,143,66,121,79,230
"449","1400000US11001007200",11001007200,"Census Tract 72, District of Columbia, District of Columbia","2013",200,1387,0,0,0,11,67,186,112,11,403400,103,244,128,304,201,384
"450","1400000US11001007301",11001007301,"Census Tract 73.01, District of Columbia, District of Columbia","2013",227,775,0,0,0,0,0,0,0,0,NA,27,32,29,86,69,351
"451","1400000US11001007304",11001007304,"Census Tract 73.04, District of Columbia, District of Columbia","2013",154,944,8,18,11,84,41,108,13,0,246600,163,94,94,53,25,451
"452","1400000US11001007401",11001007401,"Census Tract 74.01, District of Columbia, District of Columbia","2013",142,840,9,0,7,5,31,10,7,0,251400,144,87,58,89,76,275
"453","1400000US11001007403",11001007403,"Census Tract 74.03, District of Columbia, District of Columbia","2013",75,1037,0,0,9,19,21,0,8,0,205000,61,66,102,67,78,576
"454","1400000US11001007404",11001007404,"Census Tract 74.04, District of Columbia, District of Columbia","2013",370,887,0,0,7,21,150,79,0,19,247800,23,73,98,105,63,450
"455","1400000US11001007406",11001007406,"Census Tract 74.06, District of Columbia, District of Columbia","2013",95,949,12,0,0,0,10,21,8,0,316700,40,109,55,94,188,436
"456","1400000US11001007407",11001007407,"Census Tract 74.07, District of Columbia, District of Columbia","2013",210,713,8,0,22,71,172,96,12,0,248600,90,38,69,56,35,383
"457","1400000US11001007408",11001007408,"Census Tract 74.08, District of Columbia, District of Columbia","2013",242,953,0,0,0,8,3,34,26,0,390700,89,21,49,104,64,537
"458","1400000US11001007409",11001007409,"Census Tract 74.09, District of Columbia, District of Columbia","2013",69,1311,0,0,0,46,121,55,17,9,275300,93,70,118,187,21,605
"459","1400000US11001007502",11001007502,"Census Tract 75.02, District of Columbia, District of Columbia","2013",264,1360,21,0,29,88,86,80,0,10,251400,43,90,108,203,65,686
"460","1400000US11001007503",11001007503,"Census Tract 75.03, District of Columbia, District of Columbia","2013",179,636,0,0,10,45,145,54,3,0,247700,38,21,56,75,77,315
"461","1400000US11001007504",11001007504,"Census Tract 75.04, District of Columbia, District of Columbia","2013",383,760,0,20,37,15,100,17,0,0,217000,10,57,93,105,23,456
"462","1400000US11001007601",11001007601,"Census Tract 76.01, District of Columbia, District of Columbia","2013",526,826,26,0,8,45,597,217,66,0,264300,44,100,38,84,81,430
"463","1400000US11001007603",11001007603,"Census Tract 76.03, District of Columbia, District of Columbia","2013",414,1108,0,98,150,40,113,215,88,67,274200,140,249,105,195,55,335
"464","1400000US11001007604",11001007604,"Census Tract 76.04, District of Columbia, District of Columbia","2013",378,1032,20,0,10,28,109,355,30,22,362500,125,135,125,70,30,467
"465","1400000US11001007605",11001007605,"Census Tract 76.05, District of Columbia, District of Columbia","2013",282,1268,29,0,19,15,145,68,24,0,258000,146,134,202,127,64,552
"466","1400000US11001007703",11001007703,"Census Tract 77.03, District of Columbia, District of Columbia","2013",208,1600,24,26,0,144,333,87,33,0,221900,278,78,100,217,135,672
"467","1400000US11001007707",11001007707,"Census Tract 77.07, District of Columbia, District of Columbia","2013",259,804,16,21,27,45,319,237,0,34,260400,113,125,61,61,19,396
"468","1400000US11001007708",11001007708,"Census Tract 77.08, District of Columbia, District of Columbia","2013",218,930,20,8,10,51,44,5,32,0,195000,100,67,137,121,59,372
"469","1400000US11001007709",11001007709,"Census Tract 77.09, District of Columbia, District of Columbia","2013",200,747,10,32,0,11,121,20,12,0,229800,36,67,74,46,62,398
"470","1400000US11001007803",11001007803,"Census Tract 78.03, District of Columbia, District of Columbia","2013",306,768,26,9,46,145,213,82,30,9,222300,54,119,62,44,11,478
"471","1400000US11001007804",11001007804,"Census Tract 78.04, District of Columbia, District of Columbia","2013",216,620,11,0,0,227,115,100,61,0,208800,134,51,27,89,76,199
"472","1400000US11001007806",11001007806,"Census Tract 78.06, District of Columbia, District of Columbia","2013",247,560,25,41,0,50,131,29,5,7,237800,31,87,56,105,0,208
"473","1400000US11001007807",11001007807,"Census Tract 78.07, District of Columbia, District of Columbia","2013",86,613,5,19,66,74,83,19,0,0,181500,47,24,45,63,77,311
"474","1400000US11001007808",11001007808,"Census Tract 78.08, District of Columbia, District of Columbia","2013",294,808,21,42,51,98,240,34,0,0,212200,190,51,78,0,12,429
"475","1400000US11001007809",11001007809,"Census Tract 78.09, District of Columbia, District of Columbia","2013",195,570,47,107,51,114,244,37,7,0,191900,48,16,19,35,76,326
"476","1400000US11001007901",11001007901,"Census Tract 79.01, District of Columbia, District of Columbia","2013",168,1080,15,0,11,32,165,229,115,0,364400,150,110,83,49,109,471
"477","1400000US11001007903",11001007903,"Census Tract 79.03, District of Columbia, District of Columbia","2013",181,271,0,5,10,14,214,212,15,4,296400,13,14,35,14,27,140
"478","1400000US11001008001",11001008001,"Census Tract 80.01, District of Columbia, District of Columbia","2013",110,400,5,19,17,0,3,316,500,17,544900,46,11,117,50,26,144
"479","1400000US11001008002",11001008002,"Census Tract 80.02, District of Columbia, District of Columbia","2013",94,572,6,41,0,0,81,324,504,16,523100,126,82,92,63,42,156
"480","1400000US11001008100",11001008100,"Census Tract 81, District of Columbia, District of Columbia","2013",167,538,11,0,0,30,36,90,461,153,688800,54,152,73,94,24,118
"481","1400000US11001008200",11001008200,"Census Tract 82, District of Columbia, District of Columbia","2013",142,841,0,3,8,0,33,123,286,168,759300,130,124,112,206,67,123
"482","1400000US11001008301",11001008301,"Census Tract 83.01, District of Columbia, District of Columbia","2013",43,476,0,0,5,0,34,123,438,17,652000,90,37,77,19,71,182
"483","1400000US11001008302",11001008302,"Census Tract 83.02, District of Columbia, District of Columbia","2013",44,428,6,0,0,0,50,80,376,46,625000,50,69,98,52,42,108
"484","1400000US11001008402",11001008402,"Census Tract 84.02, District of Columbia, District of Columbia","2013",149,666,0,0,6,0,0,124,241,18,591600,147,124,59,59,63,214
"485","1400000US11001008410",11001008410,"Census Tract 84.10, District of Columbia, District of Columbia","2013",99,195,12,0,0,32,39,157,105,0,398400,35,31,36,8,16,62
"486","1400000US11001008701",11001008701,"Census Tract 87.01, District of Columbia, District of Columbia","2013",126,432,2,10,0,6,30,257,135,0,414100,55,54,28,32,44,171
"487","1400000US11001008702",11001008702,"Census Tract 87.02, District of Columbia, District of Columbia","2013",134,408,6,0,0,0,80,196,20,6,356700,59,49,31,72,25,155
"488","1400000US11001008802",11001008802,"Census Tract 88.02, District of Columbia, District of Columbia","2013",261,1069,21,9,19,15,260,357,66,0,317300,75,73,81,72,157,535
"489","1400000US11001008803",11001008803,"Census Tract 88.03, District of Columbia, District of Columbia","2013",182,405,0,0,0,13,54,0,9,0,225500,17,23,56,50,6,186
"490","1400000US11001008804",11001008804,"Census Tract 88.04, District of Columbia, District of Columbia","2013",354,784,20,4,34,49,142,76,16,12,237400,10,50,92,33,42,494
"491","1400000US11001008903",11001008903,"Census Tract 89.03, District of Columbia, District of Columbia","2013",296,943,19,15,26,23,185,70,0,0,233100,140,51,47,65,63,530
"492","1400000US11001008904",11001008904,"Census Tract 89.04, District of Columbia, District of Columbia","2013",353,1324,0,9,10,70,58,58,0,0,216500,249,194,94,160,66,501
"493","1400000US11001009000",11001009000,"Census Tract 90, District of Columbia, District of Columbia","2013",108,1079,0,16,11,77,161,253,110,0,327800,49,47,116,220,220,381
"494","1400000US11001009102",11001009102,"Census Tract 91.02, District of Columbia, District of Columbia","2013",200,1173,34,35,16,37,197,211,54,0,283300,157,167,104,106,51,476
"495","1400000US11001009201",11001009201,"Census Tract 92.01, District of Columbia, District of Columbia","2013",106,370,0,22,0,8,70,79,5,0,293500,41,71,37,38,36,133
"496","1400000US11001009203",11001009203,"Census Tract 92.03, District of Columbia, District of Columbia","2013",279,499,0,7,16,27,155,311,16,0,326300,66,19,106,89,9,194
"497","1400000US11001009204",11001009204,"Census Tract 92.04, District of Columbia, District of Columbia","2013",123,1153,21,0,23,30,111,27,1,0,236900,92,155,149,108,80,502
"498","1400000US11001009301",11001009301,"Census Tract 93.01, District of Columbia, District of Columbia","2013",0,261,23,24,0,21,43,595,267,0,424300,57,0,24,0,51,118
"499","1400000US11001009302",11001009302,"Census Tract 93.02, District of Columbia, District of Columbia","2013",91,123,3,0,13,12,54,197,33,0,373300,10,15,13,24,0,61
"500","1400000US11001009400",11001009400,"Census Tract 94, District of Columbia, District of Columbia","2013",191,424,30,0,9,35,131,848,170,0,384000,51,57,9,16,43,206
"501","1400000US11001009501",11001009501,"Census Tract 95.01, District of Columbia, District of Columbia","2013",243,1318,13,0,8,0,183,188,28,8,306100,117,122,127,110,50,651
"502","1400000US11001009503",11001009503,"Census Tract 95.03, District of Columbia, District of Columbia","2013",70,173,8,19,28,15,201,702,74,0,364600,11,17,0,0,13,132
"503","1400000US11001009504",11001009504,"Census Tract 95.04, District of Columbia, District of Columbia","2013",179,653,8,0,35,36,67,356,48,15,359600,92,90,174,18,57,222
"504","1400000US11001009505",11001009505,"Census Tract 95.05, District of Columbia, District of Columbia","2013",174,210,18,0,9,30,256,412,87,7,330300,38,10,0,27,0,135
"505","1400000US11001009507",11001009507,"Census Tract 95.07, District of Columbia, District of Columbia","2013",39,65,11,10,25,11,192,291,2,0,310100,0,0,0,12,0,53
"506","1400000US11001009508",11001009508,"Census Tract 95.08, District of Columbia, District of Columbia","2013",108,728,36,0,0,32,289,499,0,0,316900,55,67,99,124,59,293
"507","1400000US11001009509",11001009509,"Census Tract 95.09, District of Columbia, District of Columbia","2013",97,158,13,0,22,18,359,598,61,18,324700,35,28,22,19,0,46
"508","1400000US11001009601",11001009601,"Census Tract 96.01, District of Columbia, District of Columbia","2013",64,456,21,0,0,30,110,143,24,0,302300,119,0,60,72,35,140
"509","1400000US11001009602",11001009602,"Census Tract 96.02, District of Columbia, District of Columbia","2013",237,1277,0,0,0,35,51,15,0,0,260600,130,97,113,180,65,632
"510","1400000US11001009603",11001009603,"Census Tract 96.03, District of Columbia, District of Columbia","2013",310,1002,0,43,38,83,163,48,11,0,210400,51,155,176,166,44,410
"511","1400000US11001009604",11001009604,"Census Tract 96.04, District of Columbia, District of Columbia","2013",23,340,48,29,74,176,301,37,4,8,204100,60,4,59,26,7,170
"512","1400000US11001009700",11001009700,"Census Tract 97, District of Columbia, District of Columbia","2013",237,648,5,22,7,47,253,45,0,0,248400,45,86,43,24,46,325
"513","1400000US11001009801",11001009801,"Census Tract 98.01, District of Columbia, District of Columbia","2013",237,516,0,0,38,30,41,9,0,0,171000,9,39,44,39,75,286
"514","1400000US11001009802",11001009802,"Census Tract 98.02, District of Columbia, District of Columbia","2013",308,363,17,36,17,16,36,15,0,0,122800,34,19,24,94,17,155
"515","1400000US11001009803",11001009803,"Census Tract 98.03, District of Columbia, District of Columbia","2013",286,1006,8,9,13,15,65,46,0,0,230600,76,63,92,161,121,466
"516","1400000US11001009804",11001009804,"Census Tract 98.04, District of Columbia, District of Columbia","2013",74,669,0,46,32,21,104,93,4,4,239600,114,33,83,29,61,314
"517","1400000US11001009807",11001009807,"Census Tract 98.07, District of Columbia, District of Columbia","2013",304,760,10,35,53,120,248,79,28,13,225900,78,18,96,128,87,345
